score,name,tail,imo,mmsi,flag,geartype,port,km,near,kn,h,vid,flag_gfw,flag_greatcircle
0.08137,HUCHONGYU11199,U11199,0,412370346,CHN,TRAWLERS,shanghai,118.6,40.8,8.2,7.9,b7717e7b6-64f2-370f-550f-ada6bcddb6b1,TFCCTF{412370346_shanghai_03.09.2023_01:52_PM_40.8},TFCCTF{412370346_shanghai_03.09.2023_01:52_PM_118.6}
0.08137,ZHEFENGYU25012,U25012,0,412438513,CHN,TRAWLERS,ningbo,246.7,83.8,8.2,16.3,dd5ff2ade-e511-9cf5-42c8-6a4df3888a72,TFCCTF{412438513_ningbo_16.09.2023_10:23_PM_83.8},TFCCTF{412438513_ningbo_16.09.2023_10:23_PM_246.7}
0.08137,LURISHANYU61026,U61026,0,412322695,CHN,TRAWLERS,rizhao,67.9,22.5,8.2,4.5,47b03a21b-bd25-5313-af8c-6abc520f794d,TFCCTF{412322695_rizhao_01.09.2023_09:27_AM_22.5},TFCCTF{412322695_rizhao_01.09.2023_09:27_AM_67.9}
0.08137,LURONGYU58705,U58705,0,412321033,CHN,TRAWLERS,shidao,97.2,32.5,11.8,4.4,ce8816fda-ae95-cf54-8aaa-16272ef48745,TFCCTF{412321033_shidao_01.09.2023_02:07_PM_32.5},TFCCTF{412321033_shidao_01.09.2023_02:07_PM_97.2}
0.08137,ZHEDAIYU11301,U11301,0,412425428,CHN,TRAWLERS,yangshan,124.1,29.3,8.2,8.1,e220392d1-1310-8b43-e33c-27f8640971a2,TFCCTF{412425428_yangshan_03.09.2023_01:24_PM_29.3},TFCCTF{412425428_yangshan_03.09.2023_01:24_PM_124.1}
0.08137,ZHEPUYU68788,U68788,0,412422979,CHN,TRAWLERS,zhoushan,121.5,24.9,8.2,8.0,75c584276-6400-11fc-91e3-81ccc95052fd,TFCCTF{412422979_zhoushan_03.09.2023_03:24_PM_24.9},TFCCTF{412422979_zhoushan_03.09.2023_03:24_PM_121.5}
0.08137,66577,66577,0,412444982,CHN,TRAWLERS,changqitou,77.3,13.7,8.2,5.1,22bb22df6-687c-bddc-8cc7-c5b5c7686479,TFCCTF{412444982_changqitou_05.09.2023_10:43_AM_13.7},TFCCTF{412444982_changqitou_05.09.2023_10:43_AM_77.3}
0.08137,LULAIZHOUYU60168,U60168,0,412336804,CHN,TRAWLERS,laizhou,134.3,20.6,8.2,8.9,4e67eb63d-d0aa-b386-51d3-461e5bb4f719,TFCCTF{412336804_laizhou_23.09.2023_02:25_AM_20.6},TFCCTF{412336804_laizhou_23.09.2023_02:25_AM_134.3}
0.08137,ZHEDAIYU12871,U12871,0,412426609,CHN,TRAWLERS,diashan,124.8,3.1,11.8,5.7,c384b669e-ee8f-8bbb-3a04-43ee5f2cd806,TFCCTF{412426609_diashan_03.09.2023_10:39_PM_3.1},TFCCTF{412426609_diashan_03.09.2023_10:39_PM_124.8}
0.08137,ZHEDAIYU03569,U03569,0,412427474,CHN,TRAWLERS,qushan,101.5,0,8.2,6.7,5ecdd3a10-0462-f0cf-dc7f-d8fe5f2d9f7b,TFCCTF{412427474_qushan_03.09.2023_12:08_PM_0},TFCCTF{412427474_qushan_03.09.2023_12:08_PM_101.5}
0.08095,ZHONG SHUI 657,UI 657,9778600,412331104,CHN,DRIFTING_LONGLINES,suva,565.1,377.4,7.1,43.0,831651a2d-d0c0-691a-299a-693d01bf73aa,TFCCTF{412331104_suva_02.09.2023_11:16_PM_377.4},TFCCTF{412331104_suva_02.09.2023_11:16_PM_565.1}
0.08095,LUJIAOYU60161,U60161,0,412349815,CHN,FISHING,qingdao,469.5,176.3,9.8,25.8,1dc1280c8-8a91-fb6a-28a8-ac1f7b650be5,TFCCTF{412349815_qingdao_03.09.2023_12:40_AM_176.3},TFCCTF{412349815_qingdao_03.09.2023_12:40_AM_469.5}
0.08086,MINFUDINGYU07969,U07969,0,412450094,CHN,TRAWLERS,taizhou,422.6,191.9,8.7,26.1,50dfc46db-b6c1-5bd8-3260-e5735e6382f8,TFCCTF{412450094_taizhou_05.09.2023_09:42_AM_191.9},TFCCTF{412450094_taizhou_05.09.2023_09:42_AM_422.6}
0.08064,LUJIAOYU60087,U60087,0,412349372,CHN,FISHING,qingdao,471.2,177.6,9.8,25.9,835673e83-3357-e2d7-6c35-848fbafef191,TFCCTF{412349372_qingdao_03.09.2023_12:47_AM_177.6},TFCCTF{412349372_qingdao_03.09.2023_12:47_AM_471.2}
0.08062,PRINCESS LAURA, LAURA,0,368096750,USA,NA,east gloucester,73.3,20.0,6.3,6.2,b30d258d6-65ed-dd50-23e7-2cf9bf41a566,TFCCTF{368096750_east gloucester_04.09.2023_04:26_AM_20.0},TFCCTF{368096750_east gloucester_04.09.2023_04:26_AM_73.3}
0.08038,HUA NAN YU 762,YU 762,9814442,412465075,CHN,DRIFTING_LONGLINES,majuro,605.0,410.1,7.3,45.0,1541e518c-c8e0-8a1e-1d0e-de1633d7079f,TFCCTF{412465075_majuro_10.09.2023_07:46_PM_410.1},TFCCTF{412465075_majuro_10.09.2023_07:46_PM_605.0}
0.08038,ADELAIDE,ELAIDE,0,273435010,RUS,TRAWLERS,vladivostok,885.1,44.6,7.6,62.7,dcbf1f1e3-3f0a-3edb-9f64-09c642ad5755,TFCCTF{273435010_vladivostok_08.09.2023_01:26_AM_44.6},TFCCTF{273435010_vladivostok_08.09.2023_01:26_AM_885.1}
0.08032,LULANYU60044,U60044,0,412323138,CHN,FISHING,qushan island,279.1,198.3,9.2,16.4,fecc0cf0c-c8bf-ddca-0906-c7c71ecc1125,TFCCTF{412323138_qushan island_02.09.2023_06:12_PM_198.3},TFCCTF{412323138_qushan island_02.09.2023_06:12_PM_279.1}
0.08032,ZHEPUYU34145,U34145,0,412423617,CHN,FISHING,ningbo,83.3,56.8,9.2,4.9,57c4ab112-2fb5-bfdf-9fac-3e9289bb8c64,TFCCTF{412423617_ningbo_03.09.2023_04:04_PM_56.8},TFCCTF{412423617_ningbo_03.09.2023_04:04_PM_83.3}
0.08032,ZHE LIN YU 21989, 21989,0,412413667,CHN,FISHING,shengsi,143.1,89.6,9.2,8.4,24b2becb3-34ae-ee3c-aea4-2d0b3d5a1639,TFCCTF{412413667_shengsi_03.09.2023_11:36_AM_89.6},TFCCTF{412413667_shengsi_03.09.2023_11:36_AM_143.1}
0.08032,MINLIANYU61858,U61858,0,412061858,CHN,FISHING,lianjiang,152.3,92.4,9.2,8.9,73aa4e1a2-264f-bfeb-7ad9-e988af82c6c9,TFCCTF{412061858_lianjiang_05.09.2023_02:09_PM_92.4},TFCCTF{412061858_lianjiang_05.09.2023_02:09_PM_152.3}
0.08032,SHIN JING FU NO.168,NO.168,0,416003954,TWN,FISHING,suao,134.6,76.2,9.2,7.9,afcdf8a8a-aaae-b70b-0ff8-9c7bb8f24cc0,TFCCTF{416003954_suao_06.09.2023_08:56_AM_76.2},TFCCTF{416003954_suao_06.09.2023_08:56_AM_134.6}
0.08032,HUCHONGYU11208,U11208,0,412370295,CHN,FISHING,shanghai,132.5,74.2,9.2,7.8,c61548a88-8ee8-8a5d-95bd-c946933ab860,TFCCTF{412370295_shanghai_03.09.2023_05:49_PM_74.2},TFCCTF{412370295_shanghai_03.09.2023_05:49_PM_132.5}
0.08032,ZHEPUYUYUN98288,N98288,0,412425595,CHN,FISHING,zhoushan,109.1,53.0,9.2,6.4,0ba3d5ad8-8dbb-c074-2061-159125eaeb21,TFCCTF{412425595_zhoushan_03.09.2023_11:04_PM_53.0},TFCCTF{412425595_zhoushan_03.09.2023_11:04_PM_109.1}
0.08032,MINLIANYU61737,U61737,0,412441641,CHN,FISHING,changqitou,161.9,78.8,9.2,9.5,0e9e2cab0-06bd-cc47-91bd-7b5bf5111250,TFCCTF{412441641_changqitou_05.09.2023_02:59_PM_78.8},TFCCTF{412441641_changqitou_05.09.2023_02:59_PM_161.9}
0.08032,ZHECANGYUYUN00968,N00968,0,412418155,CHN,FISHING,aojiang,172.1,82.4,9.2,10.1,28d12e200-067d-1416-95ae-78ff871c8bde,TFCCTF{412418155_aojiang_07.09.2023_02:32_AM_82.4},TFCCTF{412418155_aojiang_07.09.2023_02:32_AM_172.1}
0.08032,MINSHIYU06918,U06918,0,412451784,CHN,FISHING,quanzhou,122.3,54.0,9.2,7.2,699d9e619-9cdb-9c6c-a67f-98c8344056c0,TFCCTF{412451784_quanzhou_05.09.2023_09:32_PM_54.0},TFCCTF{412451784_quanzhou_05.09.2023_09:32_PM_122.3}
0.08032,ZHEDAIYU10497,U10497,0,412425311,CHN,FISHING,diashan,214.3,90.8,9.2,12.5,0f4ad0bb5-59f7-7dd1-fb6f-4ae8ea9ec066,TFCCTF{412425311_diashan_03.09.2023_07:36_PM_90.8},TFCCTF{412425311_diashan_03.09.2023_07:36_PM_214.3}
0.08032,SUGANYU04026,U04026,0,412365179,CHN,FISHING,lanshan,153.9,59.2,10.8,7.7,e45f014ca-aede-89cd-6f1d-573310a53ea8,TFCCTF{412365179_lanshan_03.09.2023_07:47_PM_59.2},TFCCTF{412365179_lanshan_03.09.2023_07:47_PM_153.9}
0.08032,YUEZHUYUYUN40035,N40035,0,412482329,CHN,FISHING,yangjiang,149.5,49.3,9.2,8.8,784889d87-7189-1fde-ca1d-9855b5623a4a,TFCCTF{412482329_yangjiang_04.09.2023_07:37_PM_49.3},TFCCTF{412482329_yangjiang_04.09.2023_07:37_PM_149.5}
0.08032,ZHEDAIYU15325,U15325,0,412420733,CHN,FISHING,zhoushan,79.2,24.8,9.2,4.7,4175d5de6-6a9b-3023-295f-ca5dc3459ce2,TFCCTF{412420733_zhoushan_03.09.2023_10:26_AM_24.8},TFCCTF{412420733_zhoushan_03.09.2023_10:26_AM_79.2}
0.08032,YUEDIANYU42677,U42677,0,412481097,CHN,FISHING,bohe,221.4,39.0,10.8,11.1,a0a466571-1008-4982-b247-83337136a925,TFCCTF{412481097_bohe_15.09.2023_01:17_AM_39.0},TFCCTF{412481097_bohe_15.09.2023_01:17_AM_221.4}
0.08027,BELLE ISLE BANKER,BANKER,0,316004180,CAN,FISHING,nuuk,593.1,267.1,6.9,46.7,4c3e03df5-57be-275c-1a3e-8169f25a5443,TFCCTF{316004180_nuuk_02.09.2023_02:09_PM_267.1},TFCCTF{316004180_nuuk_02.09.2023_02:09_PM_593.1}
0.08006,YUAN YU 893,YU 893,0,412549344,CHN,TRAWLERS,bissau,158.4,187.1,8.1,10.6,aaa2c3a5d-dd80-77bc-de4b-930c0899155d,TFCCTF{412549344_bissau_01.09.2023_12:58_AM_187.1},TFCCTF{412549344_bissau_01.09.2023_12:58_AM_158.4}
0.08006,ZHEXIANGYU30016,U30016,0,412436366,CHN,TRAWLERS,ningbo,120.7,100.8,8.1,8.0,4ad1b72de-ec34-0a84-829a-4fb067f48802,TFCCTF{412436366_ningbo_17.09.2023_06:29_AM_100.8},TFCCTF{412436366_ningbo_17.09.2023_06:29_AM_120.7}
0.08006,XINLONG 777,NG 777,0,413412545,CHN,TRAWLERS,songmen,254.5,207.7,8.1,17.1,96aff1e45-511f-e232-2311-ef137a0dcf58,TFCCTF{413412545_songmen_17.09.2023_12:28_AM_207.7},TFCCTF{413412545_songmen_17.09.2023_12:28_AM_254.5}
0.08006,GUIBEIYU88668,U88668,0,412588668,CHN,TRAWLERS,yangjiang,157.2,119.0,8.1,10.5,adf0b37dc-c10a-b97a-e884-907d62c9596a,TFCCTF{412588668_yangjiang_04.09.2023_06:32_PM_119.0},TFCCTF{412588668_yangjiang_04.09.2023_06:32_PM_157.2}
0.08006,LIAO SUI YU 33100, 33100,0,413922603,CHN,TRAWLERS,shanhaiguan,71.4,53.1,8.1,4.7,9bd6a258c-c3da-5674-5cb8-23b2c5654056,TFCCTF{413922603_shanhaiguan_04.09.2023_07:29_PM_53.1},TFCCTF{413922603_shanhaiguan_04.09.2023_07:29_PM_71.4}
0.08006,YUEHUILAIYU43163,U43163,0,412466273,CHN,TRAWLERS,shenquan,62.2,45.7,8.1,4.2,0640344c0-0aa7-3e88-ceb6-13e72ee73c98,TFCCTF{412466273_shenquan_06.09.2023_07:18_AM_45.7},TFCCTF{412466273_shenquan_06.09.2023_07:18_AM_62.2}
0.08006,ZHEPUYU19288,U19288,0,412423172,CHN,TRAWLERS,ningbo,77.5,56.1,8.1,5.2,2c354b19d-d84b-3a14-fb3f-785ab0017a8a,TFCCTF{412423172_ningbo_04.09.2023_05:13_AM_56.1},TFCCTF{412423172_ningbo_04.09.2023_05:13_AM_77.5}
0.08006,SHUN YI NO.66, NO.66,0,416001112,TWN,TRAWLERS,gengfang,97.6,65.0,8.1,6.5,a4f0ef0f7-7240-335e-726d-d0fe182fb822,TFCCTF{416001112_gengfang_05.09.2023_09:04_AM_65.0},TFCCTF{416001112_gengfang_05.09.2023_09:04_AM_97.6}
0.08006,ZHEPUYU21136,U21136,0,412422924,CHN,TRAWLERS,zhoushan,289.7,189.9,8.1,19.3,638ebb01c-c39f-0c87-a58e-1f8096a7face,TFCCTF{412422924_zhoushan_04.09.2023_02:56_AM_189.9},TFCCTF{412422924_zhoushan_04.09.2023_02:56_AM_289.7}
0.08006,ZHEPUYU21188,U21188,0,412423856,CHN,TRAWLERS,ningbo,303.8,198.3,8.1,20.3,3f1892531-1212-0a47-a0a5-6d06a722f6f5,TFCCTF{412423856_ningbo_04.09.2023_03:59_AM_198.3},TFCCTF{412423856_ningbo_04.09.2023_03:59_AM_303.8}
0.08006,ZHELINGYU58051,U58051,0,412417196,CHN,TRAWLERS,taizhou,291.1,186.2,8.1,19.5,6610d5410-0403-e4e6-0b2f-d2d1796b4a2e,TFCCTF{412417196_taizhou_17.09.2023_12:12_AM_186.2},TFCCTF{412417196_taizhou_17.09.2023_12:12_AM_291.1}
0.08006,ZHEPUYU68862,U68862,0,412421726,CHN,TRAWLERS,zhoushan,148.8,93.3,8.1,9.9,4b6850145-5059-3e6c-c727-453355572670,TFCCTF{412421726_zhoushan_03.09.2023_05:26_PM_93.3},TFCCTF{412421726_zhoushan_03.09.2023_05:26_PM_148.8}
0.08006,LURUYU51178,U51178,0,412322082,CHN,TRAWLERS,rushan,100.6,63.9,8.1,6.7,9b8fbeb5f-f467-c2d5-4dca-545b1d238bd0,TFCCTF{412322082_rushan_28.09.2023_07:42_AM_63.9},TFCCTF{412322082_rushan_28.09.2023_07:42_AM_100.6}
0.08006,MINLIANYU60486,U60486,0,412441398,CHN,TRAWLERS,changqitou,87.3,52.1,8.1,5.8,00ecbf09e-ea7a-59ec-5202-1897862bf64c,TFCCTF{412441398_changqitou_05.09.2023_11:38_AM_52.1},TFCCTF{412441398_changqitou_05.09.2023_11:38_AM_87.3}
0.08006,ZHEPUYU68993,U68993,0,412422995,CHN,TRAWLERS,zhoushan,118.4,71.5,8.1,7.9,c7dcb3838-800c-b268-8548-5213a14d1d95,TFCCTF{412422995_zhoushan_08.09.2023_12:41_PM_71.5},TFCCTF{412422995_zhoushan_08.09.2023_12:41_PM_118.4}
0.08006,ZHEPUYU42765,U42765,0,412423088,CHN,TRAWLERS,zhoushan,132.8,78.4,8.1,8.9,d20d7b381-18e4-ef7e-d3c5-8dddd8cf3110,TFCCTF{412423088_zhoushan_03.09.2023_07:36_PM_78.4},TFCCTF{412423088_zhoushan_03.09.2023_07:36_PM_132.8}
0.08006,ZHELINGYU23288,U23288,0,412418554,CHN,TRAWLERS,taizhou,327.4,192.1,8.1,21.9,b9d32e0c1-19b8-c9c8-faea-0982becc4727,TFCCTF{412418554_taizhou_05.09.2023_09:31_AM_192.1},TFCCTF{412418554_taizhou_05.09.2023_09:31_AM_327.4}
0.08006,ZHE PU YU 68019, 68019,0,412421491,CHN,TRAWLERS,zhoushan,132.5,73.6,8.1,8.8,16a6b6981-1086-2734-c72e-3ccf7a790a06,TFCCTF{412421491_zhoushan_03.09.2023_06:51_PM_73.6},TFCCTF{412421491_zhoushan_03.09.2023_06:51_PM_132.5}
0.08006,ZHELINGYU28899,U28899,0,412418358,CHN,TRAWLERS,taizhou,309.5,170.5,8.1,20.5,b17a5c972-2839-881d-0ca9-a54475caadd0,TFCCTF{412418358_taizhou_17.09.2023_12:39_AM_170.5},TFCCTF{412418358_taizhou_17.09.2023_12:39_AM_309.5}
0.08006,ZHELINGYU19091,U19091,0,412416191,CHN,TRAWLERS,taizhou,347.8,192.0,8.1,23.2,450e3759c-c6e9-0366-ad3b-6c07b03bcbb4,TFCCTF{412416191_taizhou_05.09.2023_03:02_PM_192.0},TFCCTF{412416191_taizhou_05.09.2023_03:02_PM_347.8}
0.08006,ZHEPUYU68088,U68088,0,412423556,CHN,TRAWLERS,zhoushan,125.9,68.3,8.1,8.4,fa70fa92f-f35e-1bae-a6d1-21c0530428bf,TFCCTF{412423556_zhoushan_03.09.2023_10:41_PM_68.3},TFCCTF{412423556_zhoushan_03.09.2023_10:41_PM_125.9}
0.08006,ZHEPUYU68636,U68636,0,412420354,CHN,TRAWLERS,zhoushan,142.0,75.5,8.1,9.4,c5f113b02-2b9a-9876-2346-0425540ecebf,TFCCTF{412420354_zhoushan_03.09.2023_07:16_PM_75.5},TFCCTF{412420354_zhoushan_03.09.2023_07:16_PM_142.0}
0.08006,MIN LONG YU 66826, 66826,0,412445098,CHN,TRAWLERS,taizhou,244.1,129.5,8.1,16.4,3b08979ce-eee1-41a7-43fd-d05a29abb26a,TFCCTF{412445098_taizhou_05.09.2023_07:19_PM_129.5},TFCCTF{412445098_taizhou_05.09.2023_07:19_PM_244.1}
0.08006,ZHEXIANGYU43062,U43062,0,412438287,CHN,TRAWLERS,shipu,131.0,67.2,8.1,8.7,f04fe6271-1d74-7e90-f2a4-0f40d8ed5ace,TFCCTF{412438287_shipu_16.09.2023_02:35_PM_67.2},TFCCTF{412438287_shipu_16.09.2023_02:35_PM_131.0}
0.08006,GUI HE YU 62999, 62999,0,412501112,CHN,TRAWLERS,beihai,150.1,75.0,8.1,10.0,6153c47b2-210e-ac8a-c0d9-a2384935689b,TFCCTF{412501112_beihai_15.09.2023_01:46_AM_75.0},TFCCTF{412501112_beihai_15.09.2023_01:46_AM_150.1}
0.08006,MINSHIYU08733,U08733,0,412452974,CHN,TRAWLERS,quanzhou,114.3,56.8,11.9,5.2,95dc23481-19b5-378b-2660-302213fe66fc,TFCCTF{412452974_quanzhou_05.09.2023_08:19_PM_56.8},TFCCTF{412452974_quanzhou_05.09.2023_08:19_PM_114.3}
0.08006,90168,90168,0,412590168,CHN,TRAWLERS,aojiang,213.1,101.0,8.1,14.2,81fb049f1-1c87-9617-8c09-26ed20b2e191,TFCCTF{412590168_aojiang_06.09.2023_05:56_AM_101.0},TFCCTF{412590168_aojiang_06.09.2023_05:56_AM_213.1}
0.08006,ZHELONGGANGYU05868,U05868,0,412433259,CHN,TRAWLERS,aojiang,193.6,84.0,8.1,12.8,f837cdda8-81c0-ba43-0b72-e20fc71ca8e4,TFCCTF{412433259_aojiang_06.09.2023_04:16_AM_84.0},TFCCTF{412433259_aojiang_06.09.2023_04:16_AM_193.6}
0.08006,ZHELONGGANGYU05828,U05828,0,412432564,CHN,TRAWLERS,aojiang,177.1,75.4,8.1,11.8,36a757be4-463a-1ddc-5576-cfcc41409ec9,TFCCTF{412432564_aojiang_06.09.2023_03:37_AM_75.4},TFCCTF{412432564_aojiang_06.09.2023_03:37_AM_177.1}
0.08006,ZHEPUYU68916,U68916,0,412423002,CHN,TRAWLERS,zhoushan,97.7,40.2,8.1,6.5,aba283c8f-f70c-e096-f604-6aeb7cd8aeb9,TFCCTF{412423002_zhoushan_03.09.2023_10:05_PM_40.2},TFCCTF{412423002_zhoushan_03.09.2023_10:05_PM_97.7}
0.08006,ZHEPUYU61108,U61108,0,412410068,CHN,TRAWLERS,zhoushan,114.9,46.1,8.1,7.7,e5ddd0bd9-9ae9-1323-8e7f-be864c42779a,TFCCTF{412410068_zhoushan_03.09.2023_04:39_PM_46.1},TFCCTF{412410068_zhoushan_03.09.2023_04:39_PM_114.9}
0.08006,LUWENYU53622,U53622,0,412333781,CHN,TRAWLERS,shidao,145.4,57.9,11.9,6.6,8b8682a82-286e-8ba4-527b-7a28e30ea2ad,TFCCTF{412333781_shidao_01.09.2023_06:16_PM_57.9},TFCCTF{412333781_shidao_01.09.2023_06:16_PM_145.4}
0.08006,LURONGYU59106,U59106,0,412320279,CHN,TRAWLERS,shidao,79.4,30.9,8.1,5.3,93c158bcb-bd0a-f63d-a51f-88fa6c2a2e9f,TFCCTF{412320279_shidao_01.09.2023_02:12_PM_30.9},TFCCTF{412320279_shidao_01.09.2023_02:12_PM_79.4}
0.08006,MINSHIYU 06993, 06993,0,412452804,CHN,TRAWLERS,quanzhou,159.6,61.2,11.9,7.3,a04267f73-3005-5f43-b28e-9958ebc29463,TFCCTF{412452804_quanzhou_05.09.2023_02:07_PM_61.2},TFCCTF{412452804_quanzhou_05.09.2023_02:07_PM_159.6}
0.08006,ZHEFENGYU27015,U27015,0,412435592,CHN,TRAWLERS,ningbo,253.4,94.1,8.1,16.9,d5b789edb-bdcc-76d6-7dbd-dd9eb108e5d9,TFCCTF{412435592_ningbo_16.09.2023_10:22_PM_94.1},TFCCTF{412435592_ningbo_16.09.2023_10:22_PM_253.4}
0.08006,ZHEFENGYU21055,U21055,0,412438503,CHN,TRAWLERS,ningbo,258.0,96.5,8.1,17.3,0a96bb3d0-07fd-f1cc-0379-788fd07738c8,TFCCTF{412438503_ningbo_16.09.2023_10:27_PM_96.5},TFCCTF{412438503_ningbo_16.09.2023_10:27_PM_258.0}
0.08006,ZHEFENGYU17045,U17045,0,412439181,CHN,TRAWLERS,ningbo,254.2,93.1,8.1,17.0,ae94616b6-665a-9abe-44a3-5100085515c3,TFCCTF{412439181_ningbo_16.09.2023_10:07_PM_93.1},TFCCTF{412439181_ningbo_16.09.2023_10:07_PM_254.2}
0.08006,LURISHANYU61065,U61065,0,412322985,CHN,TRAWLERS,rizhao,66.7,24.0,8.1,4.4,d5cd2ba4c-c509-72d9-d2c8-6db9da459f97,TFCCTF{412322985_rizhao_01.09.2023_09:26_AM_24.0},TFCCTF{412322985_rizhao_01.09.2023_09:26_AM_66.7}
0.08006,ZHEPUYU68279,U68279,0,412423963,CHN,TRAWLERS,zhoushan,85.9,30.9,8.1,5.7,38f4b7994-49de-30ad-bc41-80d6e3af1bb2,TFCCTF{412423963_zhoushan_03.09.2023_12:55_PM_30.9},TFCCTF{412423963_zhoushan_03.09.2023_12:55_PM_85.9}
0.08006,ZHESHENGYU07586,U07586,0,412428003,CHN,TRAWLERS,zhoushan,148.7,47.2,8.1,10.0,f4f2f3d03-3b1f-a006-db16-f6a7b679c32e,TFCCTF{412428003_zhoushan_04.09.2023_12:55_AM_47.2},TFCCTF{412428003_zhoushan_04.09.2023_12:55_AM_148.7}
0.08006,HUCHONGYU12078,U12078,0,412370569,CHN,TRAWLERS,shanghai,151.9,44.9,11.9,6.9,2f0474e5b-be9d-4c28-1c2b-91c474e0bf58,TFCCTF{412370569_shanghai_03.09.2023_02:01_PM_44.9},TFCCTF{412370569_shanghai_03.09.2023_02:01_PM_151.9}
0.08006,HUCHONGYU11173,U11173,0,412370307,CHN,TRAWLERS,shanghai,124.9,32.2,11.9,5.7,0dcf74af8-8c80-19f7-eb18-72e066489691,TFCCTF{412370307_shanghai_03.09.2023_11:20_AM_32.2},TFCCTF{412370307_shanghai_03.09.2023_11:20_AM_124.9}
0.08006,AO SING NO.116,NO.116,0,416004241,TWN,TRAWLERS,taichung,246.2,63.9,8.1,16.4,2c3a1e1f3-366c-b1fb-dd06-6bb9d6e28370,TFCCTF{416004241_taichung_05.09.2023_09:31_PM_63.9},TFCCTF{416004241_taichung_05.09.2023_09:31_PM_246.2}
0.08006,MIN SHI YU 06902, 06902,0,412452976,CHN,TRAWLERS,quanzhou,140.4,33.8,8.1,9.4,b39318f77-7ffc-e737-b42c-f227def7159f,TFCCTF{412452976_quanzhou_05.09.2023_06:41_PM_33.8},TFCCTF{412452976_quanzhou_05.09.2023_06:41_PM_140.4}
0.08006,ZHEDAIYU13173,U13173,0,412425647,CHN,TRAWLERS,yangshan,125.3,27.8,8.1,8.3,e091ce102-24a5-943d-f520-c827ece3d856,TFCCTF{412425647_yangshan_03.09.2023_02:00_PM_27.8},TFCCTF{412425647_yangshan_03.09.2023_02:00_PM_125.3}
0.08006,LULAIYU123,IYU123,0,412546378,CHN,TRAWLERS,shidao,80.2,17.3,8.1,5.4,fb1810d05-5c38-be48-4b83-27a8242062da,TFCCTF{412546378_shidao_01.09.2023_09:21_PM_17.3},TFCCTF{412546378_shidao_01.09.2023_09:21_PM_80.2}
0.08006,ZHEDAIYU13197,U13197,0,412426024,CHN,TRAWLERS,yangshan,122.6,25.9,8.1,8.2,bd28f0b13-34c2-a360-9dcf-720ca1be4c77,TFCCTF{412426024_yangshan_03.09.2023_02:01_PM_25.9},TFCCTF{412426024_yangshan_03.09.2023_02:01_PM_122.6}
0.08006,ZHEPUYU61030,U61030,0,412420119,CHN,TRAWLERS,zhoushan,120.1,22.4,8.1,8.0,b79f2f5cd-d121-c863-abbe-f09630c76adb,TFCCTF{412420119_zhoushan_03.09.2023_04:10_PM_22.4},TFCCTF{412420119_zhoushan_03.09.2023_04:10_PM_120.1}
0.08006,PAI ETERNO,ETERNO,0,204258000,PRT,OTHER_PURSE_SEINES,leixoes,70.2,11.1,8.1,4.7,95a1025ba-abb0-1f1c-c351-562a7745b9f0,TFCCTF{204258000_leixoes_04.09.2023_02:10_AM_11.1},TFCCTF{204258000_leixoes_04.09.2023_02:10_AM_70.2}
0.08006,LURONGYU51149,U51149,0,412320297,CHN,TRAWLERS,shidao,255.6,34.2,11.9,11.6,66d50f04d-d58c-7307-de48-6e74b4686412,TFCCTF{412320297_shidao_01.09.2023_10:58_PM_34.2},TFCCTF{412320297_shidao_01.09.2023_10:58_PM_255.6}
0.08006,MINFUDINGYU07922,U07922,0,412445883,CHN,TRAWLERS,zhoushan,145.3,18.4,8.1,9.7,ed7f7039e-e573-4a76-feac-510c2f0d531f,TFCCTF{412445883_zhoushan_03.09.2023_06:42_PM_18.4},TFCCTF{412445883_zhoushan_03.09.2023_06:42_PM_145.3}
0.08006,LURONGYU58005,U58005,0,412329931,CHN,TRAWLERS,shidao,222.7,27.7,11.9,10.1,903266f80-040c-7472-a20f-3e962d986c80,TFCCTF{412329931_shidao_01.09.2023_07:00_PM_27.7},TFCCTF{412329931_shidao_01.09.2023_07:00_PM_222.7}
0.08006,15165,15165,0,416533225,TWN,TRAWLERS,taizhou,259.3,29.7,8.1,17.3,2c45774f4-496a-2472-c228-540f3adc17ed,TFCCTF{416533225_taizhou_02.09.2023_06:52_AM_29.7},TFCCTF{416533225_taizhou_02.09.2023_06:52_AM_259.3}
0.08006,LUSHOUYU60768,U60768,0,412330094,CHN,TRAWLERS,shouguang,276.8,23.8,8.1,18.5,03483e4da-adf7-15e3-8617-d6dbf5c169e7,TFCCTF{412330094_shouguang_02.09.2023_05:03_AM_23.8},TFCCTF{412330094_shouguang_02.09.2023_05:03_AM_276.8}
0.08006,AKGUN BALIKCILIK A,ILIK A,0,271072875,TUR,OTHER_PURSE_SEINES,eregli,207.1,8.3,8.1,13.8,e9ddf6181-1348-29d7-e984-7d9303bd4db1,TFCCTF{271072875_eregli_04.09.2023_03:44_AM_8.3},TFCCTF{271072875_eregli_04.09.2023_03:44_AM_207.1}
0.08006,ZHEDAIYU03657,U03657,0,412427137,CHN,TRAWLERS,yangshan,111.7,3.6,8.1,7.4,4c31189f9-90da-9b64-a066-ee5e6d5fb1f0,TFCCTF{412427137_yangshan_03.09.2023_12:39_PM_3.6},TFCCTF{412427137_yangshan_03.09.2023_12:39_PM_111.7}
